Name: CCTV-1, URL: http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: RT News, URL: https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8, Date: None, Resolution: None, Response Time: 2191 ms
Name: Vevo Pop, URL: https://jmp2.uk/SamsungTVPlus/GBBC19000017V.m3u8, Date: None, Resolution: None, Response Time: 1592 ms
Name: RT Documentary, URL: https://rt-rtd.rttv.com/live/rtdoc/playlist_4500Kb.m3u8, Date: None, Resolution: None, Response Time: 1185 ms
Name: The Lego Channel, URL: https://jmp2.uk/SamsungTVPlus/GBBC4300005AL.m3u8, Date: None, Resolution: None, Response Time: 1346 ms
Name: Comedy Hub, URL: https://jmp2.uk/SamsungTVPlus/GBBD25000038Y.m3u8, Date: None, Resolution: None, Response Time: 1163 ms
Name: 爱尔达体育, URL: http://198.16.100.90:8278/eltasport2_twn/playlist.m3u8?tid=MCDC5093685750936857&ct=19225&tsum=592e009b281ea2abc43b21768cb1bec0, Date: None, Resolution: None, Response Time: inf ms
Name: 爱尔达体育, URL: http://50.7.238.114:8278/eltasport2_twn/playlist.m3u8?tid=ME3E4844502848445028&ct=19317&tsum=035fc643389fcb4a6bf124bca1248aab, Date: None, Resolution: None, Response Time: inf ms
Name: ELEVEN体育, URL: http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23, Date: None, Resolution: None, Response Time: inf ms
Name: ELEVEN体育, URL: http://50.7.238.114:8278/golfchannel_twn/playlist.m3u8?tid=MFBF2798068027980680&ct=18393&tsum=d8204023f67120512c75a8882f121120, Date: None, Resolution: None, Response Time: inf ms
Name: 凤凰中文, URL: http://pi.0472.org/tv/cbn.php?id=xfjcHD, Date: None, Resolution: None, Response Time: 3605 ms
Name: 凤凰中文, URL: http://210.210.155.37/uq2663/h/h157/index2.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 凤凰中文, URL: http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068, Date: None, Resolution: None, Response Time: inf ms
Name: TVBS欢乐, URL: http://50.7.238.114:8278/tvbshuanle_twn/playlist.m3u8?ct=19193&tid=MC8C2318787923187879&tsum=394d2b9af3df7846e2cdc60d69dd4219, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江少儿, URL: https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8, Date: None, Resolution: None, Response Time: 5402 ms
Name: 纬来体育, URL: http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8585/.m3u8, Date: None, Resolution: None, Response Time: 12335 ms
Name: 纬来体育, URL: http://198.16.100.90:8278/videolandsport/playlist.m3u8?tid=MA6A1192684511926845&ct=19226&tsum=0b7ca9a61e7371df68108a27dc358c68, Date: None, Resolution: None, Response Time: inf ms
Name: 纬来体育, URL: http://dtv21.org:8080/play/live.php?mac=00:1A:79:00:21:D9&extension=ts&stream=482615, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙卫视, URL: https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880, Date: None, Resolution: None, Response Time: inf ms
Name: 新疆卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 西藏卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 深圳卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 天津卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 天津卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 天津卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 天津卫视, URL: http://39.134.65.166/PLTV/88888888/224/3221225665/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 四川卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 四川卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 山西卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://www.namewee.xyz/gudou.php?id=1401, Date: None, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 广东卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 宁夏卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江西卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江西卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙古卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 山东卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 山东卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 山东卫视, URL: http://39.134.65.141/PLTV/88888888/224/3221225952/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-17, URL: http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-17, URL: http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-17, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://39.134.65.175/PLTV/88888888/224/3221225503/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://39.134.65.181/PLTV/88888888/224/3221225503/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://39.134.65.183/PLTV/88888888/224/3221225503/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 江苏卫视, URL: http://39.134.65.173/PLTV/88888888/224/3221225503/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 河南卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-7, URL: http://221.2.36.34:8888/newlive/live/hls/9/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-7, URL: http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-7, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-7, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 吉林卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 吉林卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 吉林卫视, URL: http://39.134.65.149/PLTV/88888888/224/3221225981/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-16, URL: http://221.2.36.34:8888/newlive/live/hls/18/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-16, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-15, URL: http://221.2.36.34:8888/newlive/live/hls/17/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-15, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 海南卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 海南卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 河北卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 河北卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-4, URL: http://221.2.36.34:8888/newlive/live/hls/5/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-4, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-4, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 广西卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 贵州卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 贵州卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 贵州卫视, URL: http://39.134.65.149/PLTV/88888888/224/3221225974/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-14, URL: http://221.2.36.34:8888/newlive/live/hls/16/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-14, URL: http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-14, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东南卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东南卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-6, URL: http://39.134.66.110/PLTV/88888888/224/3221225814/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-6, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-6, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-13, URL: http://221.2.36.34:8888/newlive/live/hls/15/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-13, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 霞浦公共, URL: http://218.106.152.196/lsdream/f2Hfjtd/5000/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 石狮综合, URL: http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8?zfud, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-12, URL: http://39.134.66.110/PLTV/88888888/224/3221225669/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-12, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 德化新闻综合, URL: http://218.106.152.196/lsdream/2LacKP6/1024/live.m3u8?zfud, Date: None, Resolution: None, Response Time: inf ms
Name: 霞浦综合频道, URL: http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud, Date: None, Resolution: None, Response Time: inf ms
Name: 安徽卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 安徽卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙农牧, URL: https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800, Date: None, Resolution: None, Response Time: inf ms
Name: 重庆卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 重庆卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://39.134.65.164/PLTV/88888888/224/3221225672/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://39.134.65.179/PLTV/88888888/224/3221225672/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://39.134.65.173/PLTV/88888888/224/3221225672/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 东方卫视, URL: http://39.134.65.175/PLTV/88888888/224/3221225672/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-11, URL: http://221.2.36.34:8888/newlive/live/hls/13/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-11, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙文体, URL: https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=82ed51a2a4cbf85b62fec8ef2bfe4529&txTime=771E8800, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙少儿, URL: https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=ff5a1fd70ea228ee35b0d29895f37c56&txTime=771E8800, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙经济, URL: https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800, Date: None, Resolution: None, Response Time: inf ms
Name: 内蒙新闻, URL: https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=173f71025a2de64458989cfb281a0a37&txTime=771E8800, Date: None, Resolution: None, Response Time: inf ms
Name: 湖北卫视, URL: http://39.134.65.164/PLTV/88888888/224/3221225569/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖北卫视, URL: http://39.134.65.162/PLTV/88888888/224/3221225569/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖北卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖北卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖北卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-10, URL: http://221.2.36.34:8888/newlive/live/hls/12/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-10, URL: http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-10, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-10, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5+, URL: http://221.2.36.34:8888/newlive/live/hls/7/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5+, URL: http://39.134.66.110/PLTV/88888888/224/3221225507/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5+, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5+, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5+, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-2, URL: http://221.2.36.34:8888/newlive/live/hls/3/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-2, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-2, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-2, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://39.134.66.110/PLTV/88888888/224/3221225795/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-8, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-3, URL: http://39.134.66.110/PLTV/88888888/224/3221225799/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-3, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-3, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://39.134.65.179/PLTV/88888888/224/3221225678/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://39.134.65.164/PLTV/88888888/224/3221225678/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://39.134.65.166/PLTV/88888888/224/3221225678/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://39.134.65.173/PLTV/88888888/224/3221225678/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 北京卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-1, URL: http://221.2.36.34:8888/newlive/live/hls/2/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-1, URL: http://39.134.66.110/PLTV/88888888/224/3221225816/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-1, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-1, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-1, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://39.134.65.181/PLTV/88888888/224/3221225506/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://39.134.65.173/PLTV/88888888/224/3221225506/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://39.134.65.166/PLTV/88888888/224/3221225506/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://39.134.65.183/PLTV/88888888/224/3221225506/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://39.134.65.175/PLTV/88888888/224/3221225506/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 湖南卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5, URL: http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-5, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-9, URL: http://221.2.36.34:8888/newlive/live/hls/11/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-9, URL: http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-9, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-9, URL: http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: CCTV-9, URL: http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 翡翠台, URL: http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv, Date: None, Resolution: None, Response Time: 1709 ms
Name: 翡翠台, URL: https://edge6a.v2h-cdn.com/jade/jade.stream/chunklist.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 翡翠台, URL: http://198.16.100.90:8278/Wlt/playlist.m3u8?tid=MC9C7523788875237888&ct=19225&tsum=fc74aa160d3ca61369c2e5f3ae79ee8e, Date: None, Resolution: None, Response Time: inf ms
Name: 翡翠台, URL: http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=571187, Date: None, Resolution: None, Response Time: inf ms
Name: 翡翠台, URL: http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://39.134.65.162/PLTV/88888888/224/3221225514/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://39.134.65.175/PLTV/88888888/224/3221225514/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://39.134.65.179/PLTV/88888888/224/3221225514/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://39.134.65.173/PLTV/88888888/224/3221225514/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 浙江卫视, URL: http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8, Date: None, Resolution: None, Response Time: inf ms
Name: 永安综合频道, URL: http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian, Date: None, Resolution: None, Response Time: inf ms
Name: 永安综合, URL: http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8, Date: None, Resolution: None, Response Time: inf ms
